student_id,technical_skills,soft_skills,project_titles
255,"SQL, C++, AWS","Teamwork, Communication, Problem Solving","Attendance Tracker, ETL Tool, Student CRM"
256,"Java, C++, Docker","Time Management, Communication, Adaptability","Student CRM, Recommendation Engine, ETL Tool"
257,"SQL, Python, JavaScript","Problem Solving, Teamwork, Leadership","Student CRM, Analytics Dashboard, Placement Portal"
258,"Java, SQL, Python","Time Management, Problem Solving, Teamwork","Inventory System, Student CRM, Placement Portal"
259,"Java, SQL, React","Leadership, Teamwork, Time Management","Student CRM, Automation Bot, Data Pipeline"
260,"Docker, Node.js, SQL","Adaptability, Problem Solving, Leadership","Analytics Dashboard, Attendance Tracker, ETL Tool"
261,"JavaScript, C++, Node.js","Time Management, Adaptability, Problem Solving","Chatbot, ETL Tool, Placement Portal"
262,"DSA, Python, Excel","Problem Solving, Adaptability, Communication","Recommendation Engine, Attendance Tracker, Automation Bot"
263,"DSA, Pandas, React","Adaptability, Communication, Problem Solving","Recommendation Engine, Attendance Tracker, Student CRM"
264,"Pandas, Node.js, AWS","Problem Solving, Leadership, Adaptability","Recommendation Engine, ETL Tool, Chatbot"
265,"Python, Node.js, Java","Teamwork, Leadership, Communication","Recommendation Engine, Automation Bot, Analytics Dashboard"
266,"Pandas, Java, Node.js","Adaptability, Communication, Problem Solving","Student CRM, Placement Portal, Inventory System"
267,"Java, DSA, Python","Problem Solving, Communication, Teamwork","Automation Bot, Placement Portal, Student CRM"
268,"React, Node.js, Pandas","Leadership, Adaptability, Problem Solving","ETL Tool, Chatbot, Attendance Tracker"
269,"React, Excel, Node.js","Adaptability, Problem Solving, Communication","Placement Portal, ETL Tool, Student CRM"
270,"AWS, SQL, C++","Communication, Leadership, Adaptability","ETL Tool, Recommendation Engine, Automation Bot"
271,"Docker, C++, Python","Adaptability, Teamwork, Communication","Analytics Dashboard, Data Pipeline, ETL Tool"
272,"AWS, Pandas, C++","Adaptability, Time Management, Problem Solving","Student CRM, ETL Tool, Attendance Tracker"
273,"Python, C++, Java","Teamwork, Problem Solving, Time Management","Placement Portal, Inventory System, Recommendation Engine"
274,"Docker, Java, Python","Problem Solving, Communication, Adaptability","Data Pipeline, Automation Bot, ETL Tool"
275,"JavaScript, DSA, AWS","Adaptability, Time Management, Communication","Automation Bot, Chatbot, ETL Tool"
276,"SQL, Docker, AWS","Time Management, Adaptability, Communication","Placement Portal, ETL Tool, Chatbot"
277,"JavaScript, SQL, Node.js","Time Management, Teamwork, Problem Solving","Inventory System, Automation Bot, ETL Tool"
278,"Node.js, Excel, Pandas","Problem Solving, Communication, Teamwork","Analytics Dashboard, Recommendation Engine, Data Pipeline"
279,"Python, Excel, Node.js","Communication, Time Management, Teamwork","ETL Tool, Data Pipeline, Inventory System"
280,"SQL, DSA, AWS","Time Management, Adaptability, Problem Solving","Automation Bot, Recommendation Engine, Student CRM"
281,"JavaScript, SQL, Pandas","Problem Solving, Time Management, Communication","Placement Portal, Recommendation Engine, Analytics Dashboard"
282,"Java, AWS, SQL","Adaptability, Time Management, Communication","Data Pipeline, Attendance Tracker, Chatbot"
283,"Node.js, DSA, SQL","Teamwork, Communication, Leadership","ETL Tool, Placement Portal, Chatbot"
284,"Excel, React, Java","Time Management, Leadership, Problem Solving","Automation Bot, Student CRM, Chatbot"
285,"AWS, Java, Python","Time Management, Communication, Adaptability","ETL Tool, Recommendation Engine, Student CRM"
286,"Excel, AWS, React","Communication, Adaptability, Leadership","Recommendation Engine, Attendance Tracker, Inventory System"
287,"C++, Docker, JavaScript","Communication, Problem Solving, Time Management","Student CRM, Inventory System, Recommendation Engine"
288,"AWS, Excel, C++","Adaptability, Leadership, Time Management","Analytics Dashboard, Placement Portal, Inventory System"
289,"Python, C++, DSA","Problem Solving, Adaptability, Leadership","Inventory System, Automation Bot, Attendance Tracker"
290,"Docker, Pandas, C++","Time Management, Problem Solving, Adaptability","Chatbot, Recommendation Engine, Student CRM"
291,"Excel, JavaScript, Java","Adaptability, Time Management, Communication","Recommendation Engine, ETL Tool, Data Pipeline"
292,"Excel, SQL, Pandas","Teamwork, Time Management, Communication","Data Pipeline, Student CRM, Analytics Dashboard"
293,"DSA, C++, JavaScript","Problem Solving, Communication, Adaptability","Analytics Dashboard, Automation Bot, Inventory System"
294,"Java, Python, Pandas","Leadership, Problem Solving, Adaptability","Attendance Tracker, Student CRM, Recommendation Engine"
295,"Pandas, DSA, React","Teamwork, Adaptability, Leadership","Placement Portal, Student CRM, Attendance Tracker"
296,"Python, React, Pandas","Leadership, Teamwork, Problem Solving","Analytics Dashboard, Automation Bot, Recommendation Engine"
297,"Excel, Java, Python","Teamwork, Adaptability, Time Management","Analytics Dashboard, Inventory System, Chatbot"
298,"Pandas, React, Python","Communication, Adaptability, Leadership","Chatbot, Attendance Tracker, Student CRM"
299,"Python, Java, SQL","Problem Solving, Adaptability, Communication","Recommendation Engine, ETL Tool, Attendance Tracker"
300,"Excel, JavaScript, DSA","Time Management, Adaptability, Leadership","Inventory System, Recommendation Engine, Attendance Tracker"
301,"Node.js, Excel, SQL","Teamwork, Time Management, Adaptability","Attendance Tracker, Automation Bot, Inventory System"
302,"Java, Pandas, AWS","Time Management, Teamwork, Communication","ETL Tool, Placement Portal, Inventory System"
303,"Java, Docker, JavaScript","Communication, Adaptability, Leadership","Placement Portal, Inventory System, ETL Tool"
304,"Java, Docker, C++","Adaptability, Time Management, Teamwork","Recommendation Engine, ETL Tool, Analytics Dashboard"
305,"React, Docker, AWS","Time Management, Teamwork, Leadership","Student CRM, Chatbot, Recommendation Engine"
306,"Pandas, AWS, C++","Problem Solving, Adaptability, Leadership","Recommendation Engine, Analytics Dashboard, Student CRM"
307,"AWS, React, SQL","Leadership, Problem Solving, Communication","Data Pipeline, Placement Portal, Student CRM"
308,"Docker, Node.js, AWS","Time Management, Leadership, Communication","Student CRM, ETL Tool, Data Pipeline"
309,"Excel, SQL, React","Leadership, Time Management, Teamwork","Student CRM, Chatbot, ETL Tool"
310,"Docker, Excel, Node.js","Adaptability, Time Management, Teamwork","Placement Portal, Analytics Dashboard, Data Pipeline"
311,"SQL, JavaScript, Excel","Communication, Adaptability, Time Management","Attendance Tracker, ETL Tool, Recommendation Engine"
312,"SQL, C++, Docker","Adaptability, Teamwork, Time Management","Recommendation Engine, ETL Tool, Data Pipeline"
313,"Python, C++, DSA","Communication, Adaptability, Teamwork","Placement Portal, Recommendation Engine, Student CRM"
314,"Pandas, Node.js, Java","Problem Solving, Teamwork, Adaptability","Recommendation Engine, Chatbot, Data Pipeline"
315,"Pandas, Java, Docker","Problem Solving, Adaptability, Leadership","Analytics Dashboard, Automation Bot, Inventory System"
316,"React, Excel, SQL","Teamwork, Leadership, Communication","Recommendation Engine, Automation Bot, Chatbot"
317,"AWS, React, Excel","Leadership, Problem Solving, Adaptability","Data Pipeline, Recommendation Engine, Inventory System"
318,"SQL, Docker, C++","Adaptability, Leadership, Time Management","Inventory System, Chatbot, Recommendation Engine"
319,"Python, Java, Excel","Adaptability, Communication, Problem Solving","Inventory System, Attendance Tracker, Student CRM"
320,"React, Node.js, C++","Leadership, Communication, Time Management","Chatbot, Data Pipeline, Student CRM"
321,"Node.js, Pandas, Java","Leadership, Time Management, Problem Solving","Chatbot, Analytics Dashboard, ETL Tool"
322,"Node.js, JavaScript, C++","Leadership, Adaptability, Time Management","Analytics Dashboard, Inventory System, Placement Portal"
323,"Docker, C++, Pandas","Communication, Time Management, Adaptability","Attendance Tracker, Chatbot, Automation Bot"
324,"Pandas, Node.js, SQL","Communication, Problem Solving, Leadership","Recommendation Engine, Data Pipeline, ETL Tool"
325,"Python, Docker, DSA","Problem Solving, Communication, Adaptability","Data Pipeline, Student CRM, ETL Tool"
326,"Node.js, Pandas, Python","Time Management, Adaptability, Problem Solving","Attendance Tracker, ETL Tool, Chatbot"
327,"Docker, Node.js, Excel","Leadership, Adaptability, Teamwork","Data Pipeline, Automation Bot, Student CRM"
328,"React, DSA, Pandas","Communication, Time Management, Leadership","Data Pipeline, Inventory System, Student CRM"
329,"React, C++, JavaScript","Communication, Leadership, Time Management","Placement Portal, Chatbot, Data Pipeline"
330,"Excel, Docker, Python","Adaptability, Leadership, Problem Solving","Attendance Tracker, Data Pipeline, Recommendation Engine"
331,"AWS, DSA, SQL","Adaptability, Teamwork, Problem Solving","Placement Portal, Inventory System, Data Pipeline"
332,"DSA, Python, Pandas","Problem Solving, Communication, Teamwork","ETL Tool, Inventory System, Automation Bot"
333,"Pandas, Node.js, Java","Problem Solving, Teamwork, Adaptability","Analytics Dashboard, ETL Tool, Automation Bot"
334,"Node.js, Docker, DSA","Teamwork, Adaptability, Problem Solving","Placement Portal, Chatbot, Analytics Dashboard"
335,"Excel, React, SQL","Problem Solving, Adaptability, Communication","Placement Portal, Attendance Tracker, Chatbot"
336,"Python, Excel, Java","Time Management, Problem Solving, Teamwork","Analytics Dashboard, Inventory System, ETL Tool"
337,"JavaScript, Java, SQL","Time Management, Teamwork, Adaptability","Placement Portal, Chatbot, Data Pipeline"
338,"React, Pandas, Python","Communication, Teamwork, Adaptability","Analytics Dashboard, Chatbot, ETL Tool"
339,"React, C++, Python","Adaptability, Leadership, Communication","Recommendation Engine, Data Pipeline, Attendance Tracker"
340,"AWS, Excel, Docker","Teamwork, Leadership, Time Management","Student CRM, Inventory System, Attendance Tracker"
341,"Python, Excel, Node.js","Communication, Leadership, Teamwork","Student CRM, Placement Portal, Attendance Tracker"
342,"AWS, Python, Docker","Leadership, Adaptability, Communication","Placement Portal, Chatbot, Automation Bot"
343,"Pandas, Excel, DSA","Adaptability, Leadership, Communication","Automation Bot, Attendance Tracker, Placement Portal"
344,"Docker, DSA, React","Adaptability, Problem Solving, Communication","Student CRM, Placement Portal, Data Pipeline"
345,"Java, React, Docker","Communication, Teamwork, Leadership","Automation Bot, Student CRM, Attendance Tracker"
346,"DSA, Excel, JavaScript","Time Management, Adaptability, Teamwork","Data Pipeline, Attendance Tracker, Analytics Dashboard"
347,"Node.js, Java, Docker","Leadership, Adaptability, Teamwork","Recommendation Engine, Analytics Dashboard, Attendance Tracker"
348,"AWS, DSA, Pandas","Time Management, Leadership, Adaptability","Placement Portal, Recommendation Engine, Chatbot"
349,"AWS, Excel, Java","Leadership, Teamwork, Communication","Data Pipeline, Automation Bot, Student CRM"
350,"Node.js, Python, DSA","Problem Solving, Time Management, Teamwork","Attendance Tracker, Student CRM, ETL Tool"
351,"Docker, Python, Pandas","Leadership, Communication, Time Management","Chatbot, Analytics Dashboard, Attendance Tracker"
352,"Java, Docker, JavaScript","Problem Solving, Leadership, Communication","Recommendation Engine, Chatbot, ETL Tool"
353,"Node.js, Java, SQL","Teamwork, Communication, Adaptability","Recommendation Engine, Placement Portal, Automation Bot"
354,"React, AWS, Java","Teamwork, Leadership, Communication","Attendance Tracker, ETL Tool, Student CRM"
355,"Excel, Node.js, React","Teamwork, Time Management, Leadership","Attendance Tracker, Analytics Dashboard, ETL Tool"
356,"JavaScript, Docker, AWS","Problem Solving, Teamwork, Leadership","Attendance Tracker, Chatbot, ETL Tool"
357,"AWS, JavaScript, Pandas","Teamwork, Leadership, Adaptability","Automation Bot, Attendance Tracker, Placement Portal"
358,"SQL, React, AWS","Leadership, Teamwork, Adaptability","Student CRM, ETL Tool, Chatbot"
359,"DSA, Java, Python","Teamwork, Adaptability, Time Management","Student CRM, Chatbot, Placement Portal"
360,"Node.js, DSA, C++","Adaptability, Communication, Teamwork","Chatbot, Recommendation Engine, Attendance Tracker"
361,"Python, Docker, AWS","Problem Solving, Communication, Leadership","Student CRM, Chatbot, Inventory System"
362,"Excel, Docker, Node.js","Problem Solving, Teamwork, Adaptability","Inventory System, Recommendation Engine, Automation Bot"
363,"C++, DSA, AWS","Teamwork, Problem Solving, Communication","Attendance Tracker, Analytics Dashboard, Student CRM"
364,"Docker, AWS, Node.js","Time Management, Teamwork, Leadership","Inventory System, Data Pipeline, Chatbot"
365,"Pandas, AWS, Docker","Adaptability, Problem Solving, Teamwork","Data Pipeline, Inventory System, ETL Tool"
366,"C++, React, AWS","Problem Solving, Adaptability, Communication","Placement Portal, Inventory System, ETL Tool"
367,"C++, Python, Pandas","Problem Solving, Adaptability, Communication","Recommendation Engine, Data Pipeline, Attendance Tracker"
368,"JavaScript, Java, Excel","Problem Solving, Communication, Leadership","Data Pipeline, Inventory System, Recommendation Engine"
369,"React, Docker, Pandas","Leadership, Problem Solving, Adaptability","Placement Portal, Attendance Tracker, Automation Bot"
370,"Pandas, JavaScript, Docker","Leadership, Time Management, Communication","Chatbot, Automation Bot, Student CRM"
371,"React, Python, JavaScript","Leadership, Adaptability, Problem Solving","Placement Portal, Student CRM, Data Pipeline"
372,"Python, DSA, Java","Leadership, Problem Solving, Adaptability","ETL Tool, Data Pipeline, Student CRM"
373,"SQL, Docker, AWS","Problem Solving, Time Management, Communication","Automation Bot, Inventory System, Analytics Dashboard"
374,"JavaScript, SQL, DSA","Communication, Adaptability, Time Management","Chatbot, Automation Bot, Student CRM"
375,"Java, JavaScript, SQL","Time Management, Leadership, Teamwork","Chatbot, Recommendation Engine, Data Pipeline"
376,"Node.js, DSA, JavaScript","Time Management, Leadership, Adaptability","Automation Bot, ETL Tool, Analytics Dashboard"
377,"C++, Java, AWS","Problem Solving, Adaptability, Teamwork","Attendance Tracker, Inventory System, Chatbot"
